Nom,Code_Postal,Commune,Latitude,Longitude
La Caravelle,97180,Sainte-Anne,16.218232399999998,-61.39450045445376
Plage d'Anse du Belley,97180,Sainte-Anne,16.2326105,-61.36823032510067
Plage de Bois Jolan,97180,Sainte-Anne,16.23728375,-61.34715958678582
Plage de Gros Sable,97180,Sainte-Anne,16.2414418,-61.33933869077809
Plage Mambia,97115,Sainte-Rose,16.345109649999998,-61.717643726043804
Plage d'Anse du Petit Fort,97115,Sainte-Rose,16.36051425,-61.74227310174806
Plage de l'Anse des Îles,97115,Sainte-Rose,16.3567246,-61.747154454314725
Plage,97115,Sainte-Rose,16.35525475,-61.759146263917145
Plage de Grande-Anse,97136,Terre-de-Bas,15.85944395,-61.624811243532776
Plage de Grand Baie,97136,Terre-de-Bas,15.8555148,-61.62044851040858
Plage de l'Anse à Dos,97136,Terre-de-Bas,15.85403465,-61.646856359700905
Plage d'Anse Rodrigue,97136,Terre-de-Bas,15.85800055,-61.579576682314
Plage d'Anse du Figuier,97136,Terre-de-Bas,15.85904835,-61.588745982678915
Plage de Pompierre,97136,Terre-de-Bas,15.8721812,-61.57139823307925
Plage du Pain de Sucre,97136,Terre-de-Bas,15.863518,-61.59876457041109
Plage d'Anse Crawen,97136,Terre-de-Bas,15.8577711,-61.602652890899776
Plage de l'Anse du Grand-Etang,97136,Terre-de-Bas,15.8392761,-61.58734369686084
Plage d'Anse Rodrigue,97137,Terre-de-Haut,15.85800055,-61.579576682314
Plage d'Anse du Figuier,97137,Terre-de-Haut,15.85904835,-61.588745982678915
Plage de Pompierre,97137,Terre-de-Haut,15.8721812,-61.57139823307925
Plage du Pain de Sucre,97137,Terre-de-Haut,15.863518,-61.59876457041109
Plage d'Anse Crawen,97137,Terre-de-Haut,15.8577711,-61.602652890899776
Plage de l'Anse du Grand-Etang,97137,Terre-de-Haut,15.8392761,-61.58734369686084
Plage d'Anse Bambou,97141,Vieux-Fort,15.99218105,-61.29869161612311
Plage du Vieux Fort,97141,Vieux-Fort,15.9877459,-61.30150112603694
Anse Canot,97141,Vieux-Fort,15.981853399999999,-61.30549652586426
Plage de Moustique,97141,Vieux-Fort,15.978006950000001,-61.30778149752429
Plage d'Anse à Coq,97141,Vieux-Fort,15.992527299999999,-61.252348462854656
Plage de Folle Anse,97141,Vieux-Fort,15.94934955,-61.32334671335073
Plage de Simaho,97119,Vieux-Habitants,16.05715185,-61.76857369415267
Plage de l'Étang,97119,Vieux-Habitants,16.0683875,-61.76889955787496
Plage de Rocroy,97119,Vieux-Habitants,16.04659015,-61.76089250991379
Plage d'Anse du Val de l'Orge,97119,Vieux-Habitants,16.040281049999997,-61.75490434892015
